"1","Otu0001","S12","Sub.1"
"2","Otu0002","S12","Sub.1"
"3","Otu0004","S12","Sub.1"
"4","Otu0005","S12","Sub.1"
"5","Otu0006","S12","Sub.1"
"6","Otu0007","S12","Sub.1"
"7","Otu0009","S12","Sub.1"
"8","Otu0010","S12","Sub.1"
"9","Otu0011","S12","Sub.1"
"10","Otu0013","S12","Sub.1"
"11","Otu0014","S12","Sub.1"
"12","Otu0015","S12","Sub.1"
"13","Otu0016","S12","Sub.1"
"14","Otu0017","S12","Sub.1"
"15","Otu0019","S12","Sub.1"
"16","Otu0020","S12","Sub.1"
"17","Otu0023","S12","Sub.1"
"18","Otu0025","S12","Sub.1"
"19","Otu0026","S12","Sub.1"
"20","Otu0027","S12","Sub.1"
"21","Otu0028","S12","Sub.1"
"22","Otu0030","S12","Sub.1"
"23","Otu0031","S12","Sub.1"
"24","Otu0032","S12","Sub.1"
"25","Otu0036","S12","Sub.1"
"26","Otu0037","S12","Sub.1"
"27","Otu0044","S12","Sub.1"
"28","Otu0046","S12","Sub.1"
"29","Otu0047","S12","Sub.1"
"30","Otu0049","S12","Sub.1"
"31","Otu0051","S12","Sub.1"
"32","Otu0059","S12","Sub.1"
"33","Otu0063","S12","Sub.1"
"34","Otu0068","S12","Sub.1"
"35","Otu0070","S12","Sub.1"
"36","Otu0071","S12","Sub.1"
"37","Otu0072","S12","Sub.1"
"38","Otu0074","S12","Sub.1"
"39","Otu0075","S12","Sub.1"
"40","Otu0077","S12","Sub.1"
"41","Otu0078","S12","Sub.1"
"42","Otu0080","S12","Sub.1"
"43","Otu0082","S12","Sub.1"
"44","Otu0084","S12","Sub.1"
"45","Otu0085","S12","Sub.1"
"46","Otu0088","S12","Sub.1"
"47","Otu0092","S12","Sub.1"
"48","Otu0094","S12","Sub.1"
"49","Otu0099","S12","Sub.1"
"50","Otu0102","S12","Sub.1"
"51","Otu0103","S12","Sub.1"
"52","Otu0104","S12","Sub.1"
"53","Otu0108","S12","Sub.1"
"54","Otu0109","S12","Sub.1"
"55","Otu0112","S12","Sub.1"
"56","Otu0117","S12","Sub.1"
"57","Otu0121","S12","Sub.1"
"58","Otu0122","S12","Sub.1"
"59","Otu0123","S12","Sub.1"
"60","Otu0127","S12","Sub.1"
"61","Otu0132","S12","Sub.1"
"62","Otu0136","S12","Sub.1"
"63","Otu0143","S12","Sub.1"
"64","Otu0144","S12","Sub.1"
"65","Otu0147","S12","Sub.1"
"66","Otu0148","S12","Sub.1"
"67","Otu0151","S12","Sub.1"
"68","Otu0152","S12","Sub.1"
"69","Otu0154","S12","Sub.1"
"70","Otu0156","S12","Sub.1"
"71","Otu0157","S12","Sub.1"
"72","Otu0159","S12","Sub.1"
"73","Otu0160","S12","Sub.1"
"74","Otu0162","S12","Sub.1"
"75","Otu0169","S12","Sub.1"
"76","Otu0172","S12","Sub.1"
"77","Otu0188","S12","Sub.1"
"78","Otu0194","S12","Sub.1"
"79","Otu0195","S12","Sub.1"
"80","Otu0196","S12","Sub.1"
"81","Otu0198","S12","Sub.1"
"82","Otu0199","S12","Sub.1"
"83","Otu0202","S12","Sub.1"
"84","Otu0207","S12","Sub.1"
"85","Otu0217","S12","Sub.1"
"86","Otu0221","S12","Sub.1"
"87","Otu0230","S12","Sub.1"
"88","Otu0235","S12","Sub.1"
"89","Otu0238","S12","Sub.1"
"90","Otu0240","S12","Sub.1"
"91","Otu0241","S12","Sub.1"
"92","Otu0242","S12","Sub.1"
"93","Otu0245","S12","Sub.1"
"94","Otu0249","S12","Sub.1"
"95","Otu0250","S12","Sub.1"
"96","Otu0251","S12","Sub.1"
"97","Otu0255","S12","Sub.1"
"98","Otu0257","S12","Sub.1"
"99","Otu0263","S12","Sub.1"
"100","Otu0265","S12","Sub.1"
"101","Otu0286","S12","Sub.1"
"102","Otu0289","S12","Sub.1"
"103","Otu0291","S12","Sub.1"
"104","Otu0293","S12","Sub.1"
"105","Otu0294","S12","Sub.1"
"106","Otu0298","S12","Sub.1"
"107","Otu0301","S12","Sub.1"
"108","Otu0314","S12","Sub.1"
"109","Otu0323","S12","Sub.1"
"110","Otu0336","S12","Sub.1"
"111","Otu0338","S12","Sub.1"
"112","Otu0344","S12","Sub.1"
"113","Otu0346","S12","Sub.1"
"114","Otu0350","S12","Sub.1"
"115","Otu0363","S12","Sub.1"
"116","Otu0376","S12","Sub.1"
"117","Otu0380","S12","Sub.1"
"118","Otu0393","S12","Sub.1"
"119","Otu0395","S12","Sub.1"
"120","Otu0398","S12","Sub.1"
"121","Otu0401","S12","Sub.1"
"122","Otu0409","S12","Sub.1"
"123","Otu0412","S12","Sub.1"
"124","Otu0423","S12","Sub.1"
"125","Otu0425","S12","Sub.1"
"126","Otu0427","S12","Sub.1"
