"396","g__rc4-4","S2M_both","Sub.8"
"397","g__Roseburia","S2M_both","Sub.8"
"398","g__Ruminococcus","S2M_both","Sub.8"
"399","g__Subdoligranulum","S2M_both","Sub.8"
"400","g__Succiniclasticum","S2M_both","Sub.8"
"401","g__Sutterella","S2M_both","Sub.8"
"402","g__unclassified","S2M_both","Sub.8"
"403","g__02d06","S2M_S2only","Sub.8"
"404","g__cc_115","S2M_S2only","Sub.8"
"405","g__Lachnospira","S2M_S2only","Sub.8"
"406","g__Streptococcus","S2M_S2only","Sub.8"
"407","g__Turicibacter","S2M_S2only","Sub.8"
